"","Signal_ID","Signal_PMU_ID","Signal_Index","Signal_Name_Raw","Signal_Name_Short","Signal_Name_Group","Signal_Name_Long","Signal_Type","Signal_Asset","Signal_Voltage","Signal_Circuit","Signal_Unit","Signal_Phase"
141,"<34030-A-09>",0x84ee,"9","A500JODOIGNE_2MW","JODOIGNE","500JODOIGNE_2","Jodoigne","Analog","Analog",500,"2","Power-Real",""
142,"<34030-A-10>",0x84ee,"10","A500JODOIGNE_2MV","JODOIGNE","500JODOIGNE_2","Jodoigne","Analog","Analog",500,"2","Power-Reactive",""
143,"<34030-F-01>",0x84ee,"1","A500FREQ_____1F_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","Frequency",""
144,"<34030-F-02>",0x84ee,"2","A500FREQ_____1R_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","ROCOF",""
145,"<34054-P-01>",0x8506,"1","B500NORTH____1VP","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Pos. Seq"
146,"<34054-P-02>",0x8506,"2","B500NORTH____1VA","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase A"
147,"<34054-P-03>",0x8506,"3","B500NORTH____1VB","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase B"
148,"<34054-P-04>",0x8506,"4","B500NORTH____1VC","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase C"
149,"<34054-P-05>",0x8506,"5","B500SOUTH____1VP","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Pos. Seq"
150,"<34054-P-06>",0x8506,"6","B500SOUTH____1VA","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase A"
151,"<34054-P-07>",0x8506,"7","B500SOUTH____1VB","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase B"
152,"<34054-P-08>",0x8506,"8","B500SOUTH____1VC","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase C"
153,"<34054-P-09>",0x8506,"9","L500GRIMMA___1IP","GRIMMA","500GRIMMA___1","Grimma","Phasor","Line",500,"1","Current","Pos. Seq"
154,"<34054-P-10>",0x8506,"10","L500MALINOVO_1IP","MALINOVO","500MALINOVO_1","Malinovo","Phasor","Line",500,"1","Current","Pos. Seq"
155,"<34054-P-11>",0x8506,"11","L500KLAG_COGN1IP","KLAG_COGN","500KLAG_COGN1","Klagenfurt Cogen","Phasor","Line",500,"1","Current","Pos. Seq"
156,"<34054-P-12>",0x8506,"12","L500MALINOVO_2IP","MALINOVO","500MALINOVO_2","Malinovo","Phasor","Line",500,"2","Current","Pos. Seq"
157,"<34054-P-13>",0x8506,"13","L500OLIVET___1IP","OLIVET","500OLIVET___1","Olivet","Phasor","Line",500,"1","Current","Pos. Seq"
158,"<34054-P-14>",0x8506,"14","R500G1_______1IP","G1","500G1_______1","Capacitor Group #1","Phasor","Reactor",500,"1","Current","Pos. Seq"
159,"<34054-A-01>",0x8506,"1","A500GRIMMA___1MW","GRIMMA","500GRIMMA___1","Grimma","Analog","Analog",500,"1","Power-Real",""
160,"<34054-A-02>",0x8506,"2","A500GRIMMA___1MV","GRIMMA","500GRIMMA___1","Grimma","Analog","Analog",500,"1","Power-Reactive",""
161,"<34054-A-03>",0x8506,"3","A500MALINOVO_1MW","MALINOVO","500MALINOVO_1","Malinovo","Analog","Analog",500,"1","Power-Real",""
162,"<34054-A-04>",0x8506,"4","A500MALINOVO_1MV","MALINOVO","500MALINOVO_1","Malinovo","Analog","Analog",500,"1","Power-Reactive",""
163,"<34054-A-05>",0x8506,"5","A500KLAG_COGN1MW","KLAG_COGN","500KLAG_COGN1","Klagenfurt Cogen","Analog","Analog",500,"1","Power-Real",""
164,"<34054-A-06>",0x8506,"6","A500KLAG_COGN1MV","KLAG_COGN","500KLAG_COGN1","Klagenfurt Cogen","Analog","Analog",500,"1","Power-Reactive",""
165,"<34054-A-07>",0x8506,"7","A500MALINOVO_2MW","MALINOVO","500MALINOVO_2","Malinovo","Analog","Analog",500,"2","Power-Real",""
166,"<34054-A-08>",0x8506,"8","A500MALINOVO_2MV","MALINOVO","500MALINOVO_2","Malinovo","Analog","Analog",500,"2","Power-Reactive",""
167,"<34054-A-09>",0x8506,"9","A500OLIVET___1MW","OLIVET","500OLIVET___1","Olivet","Analog","Analog",500,"1","Power-Real",""
168,"<34054-A-10>",0x8506,"10","A500OLIVET___1MV","OLIVET","500OLIVET___1","Olivet","Analog","Analog",500,"1","Power-Reactive",""
169,"<34054-A-11>",0x8506,"11","A500REACG1___1MW","REACG1","500REACG1___1","Reactor Bank #1","Analog","Analog",500,"1","Power-Real",""
170,"<34054-A-12>",0x8506,"12","A500REACG1___1MV","REACG1","500REACG1___1","Reactor Bank #1","Analog","Analog",500,"1","Power-Reactive",""
171,"<34054-F-01>",0x8506,"1","A500FREQ_____1F_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","Frequency",""
172,"<34054-F-02>",0x8506,"2","A500FREQ_____1R_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","ROCOF",""
173,"<34359-P-01>",0x8637,"1","B500EAST_____1VP","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Pos. Seq"
174,"<34359-P-02>",0x8637,"2","B500EAST_____1VA","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase A"
175,"<34359-P-03>",0x8637,"3","B500EAST_____1VB","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase B"
176,"<34359-P-04>",0x8637,"4","B500EAST_____1VC","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase C"
177,"<34359-P-05>",0x8637,"5","B500WEST_____1VP","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Pos. Seq"
178,"<34359-P-06>",0x8637,"6","B500WEST_____1VA","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase A"
179,"<34359-P-07>",0x8637,"7","B500WEST_____1VB","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase B"
180,"<34359-P-08>",0x8637,"8","B500WEST_____1VC","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase C"
181,"<34359-P-09>",0x8637,"9","T500BANK1____1IP","BANK1","500BANK1____1","Transformer Bank #1","Phasor","Transformer",500,"1","Current","Pos. Seq"
182,"<34359-P-10>",0x8637,"10","L500LOWITZ___2IP","LOWITZ","500LOWITZ___2","Lowitz","Phasor","Line",500,"2","Current","Pos. Seq"
183,"<34359-P-11>",0x8637,"11","L500LITMCE___2IP","LITMCE","500LITMCE___2","Litomerice","Phasor","Line",500,"2","Current","Pos. Seq"
184,"<34359-A-01>",0x8637,"1","A500BANK1____1MW","BANK1","500BANK1____1","Transformer Bank #1","Analog","Analog",500,"1","Power-Real",""
185,"<34359-A-02>",0x8637,"2","A500BANK1____1MV","BANK1","500BANK1____1","Transformer Bank #1","Analog","Analog",500,"1","Power-Reactive",""
186,"<34359-A-03>",0x8637,"3","A500LOWITZ___2MW","LOWITZ","500LOWITZ___2","Lowitz","Analog","Analog",500,"2","Power-Real",""
187,"<34359-A-04>",0x8637,"4","A500LOWITZ___2MV","LOWITZ","500LOWITZ___2","Lowitz","Analog","Analog",500,"2","Power-Reactive",""
188,"<34359-A-05>",0x8637,"5","A500LITMCE___2MW","LITMCE","500LITMCE___2","Litomerice","Analog","Analog",500,"2","Power-Real",""
189,"<34359-A-06>",0x8637,"6","A500LITMCE___2MV","LITMCE","500LITMCE___2","Litomerice","Analog","Analog",500,"2","Power-Reactive",""
190,"<34359-F-01>",0x8637,"1","A500FREQ_____1F_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","Frequency",""
191,"<34359-F-02>",0x8637,"2","A500FREQ_____1R_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","ROCOF",""
192,"<34106-P-01>",0x853a,"1","B230SECT1____1VP","SECT1","230SECT1____1","Section #1","Phasor","Bus",230,"1","Voltage","Pos. Seq"
193,"<34106-P-02>",0x853a,"2","B230SECT1____1VA","SECT1","230SECT1____1","Section #1","Phasor","Bus",230,"1","Voltage","Phase A"
194,"<34106-P-03>",0x853a,"3","B230SECT1____1VB","SECT1","230SECT1____1","Section #1","Phasor","Bus",230,"1","Voltage","Phase B"
195,"<34106-P-04>",0x853a,"4","B230SECT1____1VC","SECT1","230SECT1____1","Section #1","Phasor","Bus",230,"1","Voltage","Phase C"
196,"<34106-P-05>",0x853a,"5","B230SECT2____1VP","SECT2","230SECT2____1","Section #2","Phasor","Bus",230,"1","Voltage","Pos. Seq"
197,"<34106-P-06>",0x853a,"6","B230SECT2____1VA","SECT2","230SECT2____1","Section #2","Phasor","Bus",230,"1","Voltage","Phase A"
198,"<34106-P-07>",0x853a,"7","B230SECT2____1VB","SECT2","230SECT2____1","Section #2","Phasor","Bus",230,"1","Voltage","Phase B"
199,"<34106-P-08>",0x853a,"8","B230SECT2____1VC","SECT2","230SECT2____1","Section #2","Phasor","Bus",230,"1","Voltage","Phase C"
200,"<34106-P-09>",0x853a,"9","L230CHIS_PH__1IP","CHIS_PH","230CHIS_PH__1","Chisinau Powerhouse","Phasor","Line",230,"1","Current","Pos. Seq"
201,"<34106-P-10>",0x853a,"10","L230G_TITON__2IP","G_TITON","230G_TITON__2","Grand Titon","Phasor","Line",230,"2","Current","Pos. Seq"
202,"<34106-P-11>",0x853a,"11","L230CHIS_PH__2IP","CHIS_PH","230CHIS_PH__2","Chisinau Powerhouse","Phasor","Line",230,"2","Current","Pos. Seq"
203,"<34106-P-12>",0x853a,"12","L230BUS TIE__1IP","BUS TIE","230BUS TIE__1","Bus Tie","Phasor","Line",230,"1","Current","Pos. Seq"
204,"<34106-P-13>",0x853a,"13","L230SNOWDNIA_3IP","SNOWDNIA","230SNOWDNIA_3","Snowdonia","Phasor","Line",230,"3","Current","Pos. Seq"
205,"<34106-A-01>",0x853a,"1","A230CHIS_PH__1MW","CHIS_PH","230CHIS_PH__1","Chisinau Powerhouse","Analog","Analog",230,"1","Power-Real",""
206,"<34106-A-02>",0x853a,"2","A230CHIS_PH__1MV","CHIS_PH","230CHIS_PH__1","Chisinau Powerhouse","Analog","Analog",230,"1","Power-Reactive",""
207,"<34106-A-03>",0x853a,"3","A230G_TITON__2MW","G_TITON","230G_TITON__2","Grand Titon","Analog","Analog",230,"2","Power-Real",""
208,"<34106-A-04>",0x853a,"4","A230G_TITON__2MV","G_TITON","230G_TITON__2","Grand Titon","Analog","Analog",230,"2","Power-Reactive",""
209,"<34106-A-05>",0x853a,"5","A230CHIS_PH__2MW","CHIS_PH","230CHIS_PH__2","Chisinau Powerhouse","Analog","Analog",230,"2","Power-Real",""
210,"<34106-A-06>",0x853a,"6","A230CHIS_PH__2MV","CHIS_PH","230CHIS_PH__2","Chisinau Powerhouse","Analog","Analog",230,"2","Power-Reactive",""
211,"<34106-A-07>",0x853a,"7","A230BUS TIE__1MW","BUS TIE","230BUS TIE__1","Bus Tie","Analog","Analog",230,"1","Power-Real",""
212,"<34106-A-08>",0x853a,"8","A230BUS TIE__1MV","BUS TIE","230BUS TIE__1","Bus Tie","Analog","Analog",230,"1","Power-Reactive",""
213,"<34106-A-09>",0x853a,"9","A230SNOWDNIA_3MW","SNOWDNIA","230SNOWDNIA_3","Snowdonia","Analog","Analog",230,"3","Power-Real",""
214,"<34106-A-10>",0x853a,"10","A230SNOWDNIA_3MV","SNOWDNIA","230SNOWDNIA_3","Snowdonia","Analog","Analog",230,"3","Power-Reactive",""
215,"<34106-F-01>",0x853a,"1","A230FREQ_____1F_","FREQ","230FREQ_____1","Frequency","Frequency","Analog",230,"1","Frequency",""
216,"<34106-F-02>",0x853a,"2","A230FREQ_____1R_","FREQ","230FREQ_____1","Frequency","Frequency","Analog",230,"1","ROCOF",""
217,"<34471-P-01>",0x86a7,"1","B230SECT1____1VP","SECT1","230SECT1____1","Section #1","Phasor","Bus",230,"1","Voltage","Pos. Seq"
218,"<34471-P-02>",0x86a7,"2","B230SECT1____1VA","SECT1","230SECT1____1","Section #1","Phasor","Bus",230,"1","Voltage","Phase A"
219,"<34471-P-03>",0x86a7,"3","B230SECT1____1VB","SECT1","230SECT1____1","Section #1","Phasor","Bus",230,"1","Voltage","Phase B"
220,"<34471-P-04>",0x86a7,"4","B230SECT1____1VC","SECT1","230SECT1____1","Section #1","Phasor","Bus",230,"1","Voltage","Phase C"
221,"<34471-P-05>",0x86a7,"5","B230SECT2____1VP","SECT2","230SECT2____1","Section #2","Phasor","Bus",230,"1","Voltage","Pos. Seq"
222,"<34471-P-06>",0x86a7,"6","B230SECT2____1VA","SECT2","230SECT2____1","Section #2","Phasor","Bus",230,"1","Voltage","Phase A"
223,"<34471-P-07>",0x86a7,"7","B230SECT2____1VB","SECT2","230SECT2____1","Section #2","Phasor","Bus",230,"1","Voltage","Phase B"
224,"<34471-P-08>",0x86a7,"8","B230SECT2____1VC","SECT2","230SECT2____1","Section #2","Phasor","Bus",230,"1","Voltage","Phase C"
225,"<34471-P-09>",0x86a7,"9","L230G_TITON__1IP","G_TITON","230G_TITON__1","Grand Titon","Phasor","Line",230,"1","Current","Pos. Seq"
226,"<34471-P-10>",0x86a7,"10","L230CHIS_PH__3IP","CHIS_PH","230CHIS_PH__3","Chisinau Powerhouse","Phasor","Line",230,"3","Current","Pos. Seq"
227,"<34471-P-11>",0x86a7,"11","L230CHIS_BK__1IP","CHIS_BK","230CHIS_BK__1","Chisinau Brking Rest","Phasor","Line",230,"1","Current","Pos. Seq"
228,"<34471-P-12>",0x86a7,"12","L230BUS TIE__2IP","BUS TIE","230BUS TIE__2","Bus Tie","Phasor","Line",230,"2","Current","Pos. Seq"
229,"<34471-P-13>",0x86a7,"13","L230SNOWDNIA_4IP","SNOWDNIA","230SNOWDNIA_4","Snowdonia","Phasor","Line",230,"4","Current","Pos. Seq"
230,"<34471-P-14>",0x86a7,"14","L230CHIS_PH__4IP","CHIS_PH","230CHIS_PH__4","Chisinau Powerhouse","Phasor","Line",230,"4","Current","Pos. Seq"
231,"<34471-A-01>",0x86a7,"1","A230G_TITON__1MW","G_TITON","230G_TITON__1","Grand Titon","Analog","Analog",230,"1","Power-Real",""
232,"<34471-A-02>",0x86a7,"2","A230G_TITON__1MV","G_TITON","230G_TITON__1","Grand Titon","Analog","Analog",230,"1","Power-Reactive",""
233,"<34471-A-03>",0x86a7,"3","A230CHIS_PH__3MW","CHIS_PH","230CHIS_PH__3","Chisinau Powerhouse","Analog","Analog",230,"3","Power-Real",""
234,"<34471-A-04>",0x86a7,"4","A230CHIS_PH__3MV","CHIS_PH","230CHIS_PH__3","Chisinau Powerhouse","Analog","Analog",230,"3","Power-Reactive",""
235,"<34471-A-05>",0x86a7,"5","A230CHIS_BK__1MW","CHIS_BK","230CHIS_BK__1","Chisinau Brking Rest","Analog","Analog",230,"1","Power-Real",""
236,"<34471-A-06>",0x86a7,"6","A230CHIS_BK__1MV","CHIS_BK","230CHIS_BK__1","Chisinau Brking Rest","Analog","Analog",230,"1","Power-Reactive",""
237,"<34471-A-07>",0x86a7,"7","A230BUS TIE__2MW","BUS TIE","230BUS TIE__2","Bus Tie","Analog","Analog",230,"2","Power-Real",""
238,"<34471-A-08>",0x86a7,"8","A230BUS TIE__2MV","BUS TIE","230BUS TIE__2","Bus Tie","Analog","Analog",230,"2","Power-Reactive",""
239,"<34471-A-09>",0x86a7,"9","A230SNOWDNIA_4MW","SNOWDNIA","230SNOWDNIA_4","Snowdonia","Analog","Analog",230,"4","Power-Real",""
240,"<34471-A-10>",0x86a7,"10","A230SNOWDNIA_4MV","SNOWDNIA","230SNOWDNIA_4","Snowdonia","Analog","Analog",230,"4","Power-Reactive",""
241,"<34471-A-11>",0x86a7,"11","A230CHIS_PH__4MW","CHIS_PH","230CHIS_PH__4","Chisinau Powerhouse","Analog","Analog",230,"4","Power-Real",""
242,"<34471-A-12>",0x86a7,"12","A230CHIS_PH__4MV","CHIS_PH","230CHIS_PH__4","Chisinau Powerhouse","Analog","Analog",230,"4","Power-Reactive",""
243,"<34471-F-01>",0x86a7,"1","A230FREQ_____1F_","FREQ","230FREQ_____1","Frequency","Frequency","Analog",230,"1","Frequency",""
244,"<34471-F-02>",0x86a7,"2","A230FREQ_____1R_","FREQ","230FREQ_____1","Frequency","Frequency","Analog",230,"1","ROCOF",""
245,"<34104-P-01>",0x8538,"1","B500EAST_____1VP","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Pos. Seq"
246,"<34104-P-02>",0x8538,"2","B500EAST_____1VA","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase A"
247,"<34104-P-03>",0x8538,"3","B500EAST_____1VB","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase B"
248,"<34104-P-04>",0x8538,"4","B500EAST_____1VC","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase C"
249,"<34104-P-05>",0x8538,"5","B500WEST_____1VP","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Pos. Seq"
250,"<34104-P-06>",0x8538,"6","B500WEST_____1VA","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase A"
251,"<34104-P-07>",0x8538,"7","B500WEST_____1VB","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase B"
252,"<34104-P-08>",0x8538,"8","B500WEST_____1VC","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase C"
253,"<34104-P-09>",0x8538,"9","T500BANK3____1IP","BANK3","500BANK3____1","Transformer Bank #3","Phasor","Transformer",500,"1","Current","Pos. Seq"
254,"<34104-P-10>",0x8538,"10","L500G_TITON__3IP","G_TITON","500G_TITON__3","Grand Titon","Phasor","Line",500,"3","Current","Pos. Seq"
255,"<34104-P-11>",0x8538,"11","L500CHIS_PH__5IP","CHIS_PH","500CHIS_PH__5","Chisinau Powerhouse","Phasor","Line",500,"5","Current","Pos. Seq"
256,"<34104-P-12>",0x8538,"12","L500SICKLA___1IP","SICKLA","500SICKLA___1","Sickla","Phasor","Line",500,"1","Current","Pos. Seq"
257,"<34104-P-13>",0x8538,"13","L500CHIS_PH__6IP","CHIS_PH","500CHIS_PH__6","Chisinau Powerhouse","Phasor","Line",500,"6","Current","Pos. Seq"
258,"<34104-P-14>",0x8538,"14","L500MONROVIA_1IP","MONROVIA","500MONROVIA_1","Monrovia","Phasor","Line",500,"1","Current","Pos. Seq"
259,"<34104-A-01>",0x8538,"1","A500BANK3____1MW","BANK3","500BANK3____1","Transformer Bank #3","Analog","Analog",500,"1","Power-Real",""
260,"<34104-A-02>",0x8538,"2","A500BANK3____1MV","BANK3","500BANK3____1","Transformer Bank #3","Analog","Analog",500,"1","Power-Reactive",""
261,"<34104-A-03>",0x8538,"3","A500G_TITON__3MW","G_TITON","500G_TITON__3","Grand Titon","Analog","Analog",500,"3","Power-Real",""
262,"<34104-A-04>",0x8538,"4","A500G_TITON__3MV","G_TITON","500G_TITON__3","Grand Titon","Analog","Analog",500,"3","Power-Reactive",""
263,"<34104-A-05>",0x8538,"5","A500CHIS_PH__5MW","CHIS_PH","500CHIS_PH__5","Chisinau Powerhouse","Analog","Analog",500,"5","Power-Real",""
264,"<34104-A-06>",0x8538,"6","A500CHIS_PH__5MV","CHIS_PH","500CHIS_PH__5","Chisinau Powerhouse","Analog","Analog",500,"5","Power-Reactive",""
265,"<34104-A-07>",0x8538,"7","A500SICKLA___1MW","SICKLA","500SICKLA___1","Sickla","Analog","Analog",500,"1","Power-Real",""
266,"<34104-A-08>",0x8538,"8","A500SICKLA___1MV","SICKLA","500SICKLA___1","Sickla","Analog","Analog",500,"1","Power-Reactive",""
267,"<34104-A-09>",0x8538,"9","A500CHIS_PH__6MW","CHIS_PH","500CHIS_PH__6","Chisinau Powerhouse","Analog","Analog",500,"6","Power-Real",""
268,"<34104-A-10>",0x8538,"10","A500CHIS_PH__6MV","CHIS_PH","500CHIS_PH__6","Chisinau Powerhouse","Analog","Analog",500,"6","Power-Reactive",""
269,"<34104-A-11>",0x8538,"11","A500MONROVIA_1MW","MONROVIA","500MONROVIA_1","Monrovia","Analog","Analog",500,"1","Power-Real",""
270,"<34104-A-12>",0x8538,"12","A500MONROVIA_1MV","MONROVIA","500MONROVIA_1","Monrovia","Analog","Analog",500,"1","Power-Reactive",""
271,"<34104-F-01>",0x8538,"1","A500FREQ_____1F_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","Frequency",""
272,"<34104-F-02>",0x8538,"2","A500FREQ_____1R_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","ROCOF",""
273,"<34048-P-01>",0x8500,"1","B500EAST_____1VP","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Pos. Seq"
274,"<34048-P-02>",0x8500,"2","B500EAST_____1VA","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase A"
275,"<34048-P-03>",0x8500,"3","B500EAST_____1VB","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase B"
276,"<34048-P-04>",0x8500,"4","B500EAST_____1VC","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase C"
277,"<34048-P-05>",0x8500,"5","B500WEST_____1VP","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Pos. Seq"
278,"<34048-P-06>",0x8500,"6","B500WEST_____1VA","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase A"
279,"<34048-P-07>",0x8500,"7","B500WEST_____1VB","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase B"
280,"<34048-P-08>",0x8500,"8","B500WEST_____1VC","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase C"
281,"<34048-P-09>",0x8500,"9","L500MONROVIA_2IP","MONROVIA","500MONROVIA_2","Monrovia","Phasor","Line",500,"2","Current","Pos. Seq"
282,"<34048-P-10>",0x8500,"10","L500INGSTR___2IP","INGSTR","500INGSTR___2","Ingelmunster","Phasor","Line",500,"2","Current","Pos. Seq"
283,"<34048-P-11>",0x8500,"11","L500INGSTR___1IP","INGSTR","500INGSTR___1","Ingelmunster","Phasor","Line",500,"1","Current","Pos. Seq"
284,"<34048-P-12>",0x8500,"12","L500MONROVIA_1IP","MONROVIA","500MONROVIA_1","Monrovia","Phasor","Line",500,"1","Current","Pos. Seq"
285,"<34048-P-13>",0x8500,"13","T500BANK1____1IP","BANK1","500BANK1____1","Transformer Bank #1","Phasor","Transformer",500,"1","Current","Pos. Seq"
286,"<34048-P-14>",0x8500,"14","T500BANK2____1IP","BANK2","500BANK2____1","Transformer Bank #2","Phasor","Transformer",500,"1","Current","Pos. Seq"
287,"<34048-A-01>",0x8500,"1","A500MONROVIA_2MW","MONROVIA","500MONROVIA_2","Monrovia","Analog","Analog",500,"2","Power-Real",""
288,"<34048-A-02>",0x8500,"2","A500MONROVIA_2MV","MONROVIA","500MONROVIA_2","Monrovia","Analog","Analog",500,"2","Power-Reactive",""
289,"<34048-A-03>",0x8500,"3","A500INGSTR___2MW","INGSTR","500INGSTR___2","Ingelmunster","Analog","Analog",500,"2","Power-Real",""
290,"<34048-A-04>",0x8500,"4","A500INGSTR___2MV","INGSTR","500INGSTR___2","Ingelmunster","Analog","Analog",500,"2","Power-Reactive",""
291,"<34048-A-05>",0x8500,"5","A500INGSTR___1MW","INGSTR","500INGSTR___1","Ingelmunster","Analog","Analog",500,"1","Power-Real",""
292,"<34048-A-06>",0x8500,"6","A500INGSTR___1MV","INGSTR","500INGSTR___1","Ingelmunster","Analog","Analog",500,"1","Power-Reactive",""
293,"<34048-A-07>",0x8500,"7","A500MONROVIA_1MW","MONROVIA","500MONROVIA_1","Monrovia","Analog","Analog",500,"1","Power-Real",""
294,"<34048-A-08>",0x8500,"8","A500MONROVIA_1MV","MONROVIA","500MONROVIA_1","Monrovia","Analog","Analog",500,"1","Power-Reactive",""
295,"<34048-A-09>",0x8500,"9","A500BANK1____1MW","BANK1","500BANK1____1","Transformer Bank #1","Analog","Analog",500,"1","Power-Real",""
296,"<34048-A-10>",0x8500,"10","A500BANK1____1MV","BANK1","500BANK1____1","Transformer Bank #1","Analog","Analog",500,"1","Power-Reactive",""
297,"<34048-A-11>",0x8500,"11","A500BANK2____1MW","BANK2","500BANK2____1","Transformer Bank #2","Analog","Analog",500,"1","Power-Real",""
298,"<34048-A-12>",0x8500,"12","A500BANK2____1MV","BANK2","500BANK2____1","Transformer Bank #2","Analog","Analog",500,"1","Power-Reactive",""
299,"<34048-F-01>",0x8500,"1","A500FREQ_____1F_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","Frequency",""
300,"<34048-F-02>",0x8500,"2","A500FREQ_____1R_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","ROCOF",""
301,"<34128-P-01>",0x8550,"1","B500NORTH____1VP","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Pos. Seq"
302,"<34128-P-02>",0x8550,"2","B500NORTH____1VA","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase A"
303,"<34128-P-03>",0x8550,"3","B500NORTH____1VB","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase B"
304,"<34128-P-04>",0x8550,"4","B500NORTH____1VC","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase C"
305,"<34128-P-05>",0x8550,"5","B500SOUTH____1VP","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Pos. Seq"
306,"<34128-P-06>",0x8550,"6","B500SOUTH____1VA","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase A"
307,"<34128-P-07>",0x8550,"7","B500SOUTH____1VB","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase B"
308,"<34128-P-08>",0x8550,"8","B500SOUTH____1VC","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase C"
309,"<34128-P-09>",0x8550,"9","L500SCHWERIN_1IP","SCHWERIN","500SCHWERIN_1","Schwerin","Phasor","Line",500,"1","Current","Pos. Seq"
310,"<34128-P-10>",0x8550,"10","C500G1_______1IP","G1","500G1_______1","Capacitor Group #1","Phasor","Capacator",500,"1","Current","Pos. Seq"
311,"<34128-P-11>",0x8550,"11","L500MAPL_CRO_1IP","MAPL_CRO","500MAPL_CRO_1","Maple Cross","Phasor","Line",500,"1","Current","Pos. Seq"
312,"<34128-P-12>",0x8550,"12","L500MONROVIA_1IP","MONROVIA","500MONROVIA_1","Monrovia","Phasor","Line",500,"1","Current","Pos. Seq"
313,"<34128-P-13>",0x8550,"13","L500RAVELS___1IP","RAVELS","500RAVELS___1","Ravels","Phasor","Line",500,"1","Current","Pos. Seq"
314,"<34128-P-14>",0x8550,"14","C500G2_______1IP","G2","500G2_______1","Capacitor Group #2","Phasor","Capacator",500,"1","Current","Pos. Seq"
315,"<34128-A-01>",0x8550,"1","A500SCHWERIN_1MW","SCHWERIN","500SCHWERIN_1","Schwerin","Analog","Analog",500,"1","Power-Real",""
316,"<34128-A-02>",0x8550,"2","A500SCHWERIN_1MV","SCHWERIN","500SCHWERIN_1","Schwerin","Analog","Analog",500,"1","Power-Reactive",""
317,"<34128-A-03>",0x8550,"3","A500CAPG1____1MW","CAPG1","500CAPG1____1","Cap Grp #01","Analog","Analog",500,"1","Power-Real",""
318,"<34128-A-04>",0x8550,"4","A500CAPG1____1MV","CAPG1","500CAPG1____1","Cap Grp #01","Analog","Analog",500,"1","Power-Reactive",""
