"","Signal_ID","Signal_PMU_ID","Signal_Index","Signal_Name_Raw","Signal_Name_Short","Signal_Name_Group","Signal_Name_Long","Signal_Type","Signal_Asset","Signal_Voltage","Signal_Circuit","Signal_Unit","Signal_Phase"
319,"<34128-A-05>",0x8550,"5","A500MAPL_CRO_1MW","MAPL_CRO","500MAPL_CRO_1","Maple Cross","Analog","Analog",500,"1","Power-Real",""
320,"<34128-A-06>",0x8550,"6","A500MAPL_CRO_1MV","MAPL_CRO","500MAPL_CRO_1","Maple Cross","Analog","Analog",500,"1","Power-Reactive",""
321,"<34128-A-07>",0x8550,"7","A500MONROVIA_1MW","MONROVIA","500MONROVIA_1","Monrovia","Analog","Analog",500,"1","Power-Real",""
322,"<34128-A-08>",0x8550,"8","A500MONROVIA_1MV","MONROVIA","500MONROVIA_1","Monrovia","Analog","Analog",500,"1","Power-Reactive",""
323,"<34128-A-09>",0x8550,"9","A500RAVELS___1MW","RAVELS","500RAVELS___1","Ravels","Analog","Analog",500,"1","Power-Real",""
324,"<34128-A-10>",0x8550,"10","A500RAVELS___1MV","RAVELS","500RAVELS___1","Ravels","Analog","Analog",500,"1","Power-Reactive",""
325,"<34128-A-11>",0x8550,"11","A500CAPG2____1MW","CAPG2","500CAPG2____1","Cap Grp #02","Analog","Analog",500,"1","Power-Real",""
326,"<34128-A-12>",0x8550,"12","A500CAPG2____1MV","CAPG2","500CAPG2____1","Cap Grp #02","Analog","Analog",500,"1","Power-Reactive",""
327,"<34128-F-01>",0x8550,"1","A500FREQ_____1F_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","Frequency",""
328,"<34128-F-02>",0x8550,"2","A500FREQ_____1R_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","ROCOF",""
329,"<34058-P-01>",0x850a,"1","B500EAST_____1VP","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Pos. Seq"
330,"<34058-P-02>",0x850a,"2","B500EAST_____1VA","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase A"
331,"<34058-P-03>",0x850a,"3","B500EAST_____1VB","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase B"
332,"<34058-P-04>",0x850a,"4","B500EAST_____1VC","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase C"
333,"<34058-P-05>",0x850a,"5","B500WEST_____1VP","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Pos. Seq"
334,"<34058-P-06>",0x850a,"6","B500WEST_____1VA","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase A"
335,"<34058-P-07>",0x850a,"7","B500WEST_____1VB","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase B"
336,"<34058-P-08>",0x850a,"8","B500WEST_____1VC","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase C"
337,"<34058-P-09>",0x850a,"9","L500TAFERS___1IP","TAFERS","500TAFERS___1","Tafers","Phasor","Line",500,"1","Current","Pos. Seq"
338,"<34058-P-10>",0x850a,"10","L500BRODNICA_1IP","BRODNICA","500BRODNICA_1","Brodnica","Phasor","Line",500,"1","Current","Pos. Seq"
339,"<34058-P-11>",0x850a,"11","L500BRODNICA_2IP","BRODNICA","500BRODNICA_2","Brodnica","Phasor","Line",500,"2","Current","Pos. Seq"
340,"<34058-P-12>",0x850a,"12","L500TAFERS___2IP","TAFERS","500TAFERS___2","Tafers","Phasor","Line",500,"2","Current","Pos. Seq"
341,"<34058-P-13>",0x850a,"13","T500BANK1____1IP","BANK1","500BANK1____1","Transformer Bank #1","Phasor","Transformer",500,"1","Current","Pos. Seq"
342,"<34058-A-01>",0x850a,"1","A500TAFERS___1MW","TAFERS","500TAFERS___1","Tafers","Analog","Analog",500,"1","Power-Real",""
343,"<34058-A-02>",0x850a,"2","A500TAFERS___1MV","TAFERS","500TAFERS___1","Tafers","Analog","Analog",500,"1","Power-Reactive",""
344,"<34058-A-03>",0x850a,"3","A500BRODNICA_1MW","BRODNICA","500BRODNICA_1","Brodnica","Analog","Analog",500,"1","Power-Real",""
345,"<34058-A-04>",0x850a,"4","A500BRODNICA_1MV","BRODNICA","500BRODNICA_1","Brodnica","Analog","Analog",500,"1","Power-Reactive",""
346,"<34058-A-05>",0x850a,"5","A500BRODNICA_2MW","BRODNICA","500BRODNICA_2","Brodnica","Analog","Analog",500,"2","Power-Real",""
347,"<34058-A-06>",0x850a,"6","A500BRODNICA_2MV","BRODNICA","500BRODNICA_2","Brodnica","Analog","Analog",500,"2","Power-Reactive",""
348,"<34058-A-07>",0x850a,"7","A500TAFERS___2MW","TAFERS","500TAFERS___2","Tafers","Analog","Analog",500,"2","Power-Real",""
349,"<34058-A-08>",0x850a,"8","A500TAFERS___2MV","TAFERS","500TAFERS___2","Tafers","Analog","Analog",500,"2","Power-Reactive",""
350,"<34058-A-09>",0x850a,"9","A500BANK1____1MW","BANK1","500BANK1____1","Transformer Bank #1","Analog","Analog",500,"1","Power-Real",""
351,"<34058-A-10>",0x850a,"10","A500BANK1____1MV","BANK1","500BANK1____1","Transformer Bank #1","Analog","Analog",500,"1","Power-Reactive",""
352,"<34058-F-01>",0x850a,"1","A500FREQ_____1F_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","Frequency",""
353,"<34058-F-02>",0x850a,"2","A500FREQ_____1R_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","ROCOF",""
354,"<34112-P-01>",0x8540,"1","B230SECT1____1VP","SECT1","230SECT1____1","Section #1","Phasor","Bus",230,"1","Voltage","Pos. Seq"
355,"<34112-P-02>",0x8540,"2","B230SECT1____1VA","SECT1","230SECT1____1","Section #1","Phasor","Bus",230,"1","Voltage","Phase A"
356,"<34112-P-03>",0x8540,"3","B230SECT1____1VB","SECT1","230SECT1____1","Section #1","Phasor","Bus",230,"1","Voltage","Phase B"
357,"<34112-P-04>",0x8540,"4","B230SECT1____1VC","SECT1","230SECT1____1","Section #1","Phasor","Bus",230,"1","Voltage","Phase C"
358,"<34112-P-05>",0x8540,"5","B230SECT2____1VP","SECT2","230SECT2____1","Section #2","Phasor","Bus",230,"1","Voltage","Pos. Seq"
359,"<34112-P-06>",0x8540,"6","B230SECT2____1VA","SECT2","230SECT2____1","Section #2","Phasor","Bus",230,"1","Voltage","Phase A"
360,"<34112-P-07>",0x8540,"7","B230SECT2____1VB","SECT2","230SECT2____1","Section #2","Phasor","Bus",230,"1","Voltage","Phase B"
361,"<34112-P-08>",0x8540,"8","B230SECT2____1VC","SECT2","230SECT2____1","Section #2","Phasor","Bus",230,"1","Voltage","Phase C"
362,"<34112-P-09>",0x8540,"9","L230BERLIN___3IP","BERLIN","230BERLIN___3","Berlin","Phasor","Line",230,"3","Current","Pos. Seq"
363,"<34112-P-10>",0x8540,"10","L230COLOGNE__1IP","COLOGNE","230COLOGNE__1","Cologne","Phasor","Line",230,"1","Current","Pos. Seq"
364,"<34112-P-11>",0x8540,"11","L230POTDAM___1IP","POTDAM","230POTDAM___1","Potsdam","Phasor","Line",230,"1","Current","Pos. Seq"
365,"<34112-P-12>",0x8540,"12","L230G_TITN_PH1IP","G_TITN_PH","230G_TITN_PH1","Grand Titon Powerhouse","Phasor","Line",230,"1","Current","Pos. Seq"
366,"<34112-P-13>",0x8540,"13","L230WESTSD___1IP","WESTSD","230WESTSD___1","Westside","Phasor","Line",230,"1","Current","Pos. Seq"
367,"<34112-P-14>",0x8540,"14","L230G_TITN_PH2IP","G_TITN_PH","230G_TITN_PH2","Grand Titon Powerhouse","Phasor","Line",230,"2","Current","Pos. Seq"
368,"<34112-A-01>",0x8540,"1","A230BERLIN___1MW","BERLIN","230BERLIN___1","Berlin","Analog","Analog",230,"1","Power-Real",""
369,"<34112-A-02>",0x8540,"2","A230BERLIN___1MV","BERLIN","230BERLIN___1","Berlin","Analog","Analog",230,"1","Power-Reactive",""
370,"<34112-A-03>",0x8540,"3","A230COLOGNE__1MW","COLOGNE","230COLOGNE__1","Cologne","Analog","Analog",230,"1","Power-Real",""
371,"<34112-A-04>",0x8540,"4","A230COLOGNE__1MV","COLOGNE","230COLOGNE__1","Cologne","Analog","Analog",230,"1","Power-Reactive",""
372,"<34112-A-05>",0x8540,"5","A230POTDAM___1MW","POTDAM","230POTDAM___1","Potsdam","Analog","Analog",230,"1","Power-Real",""
373,"<34112-A-06>",0x8540,"6","A230POTDAM___1MV","POTDAM","230POTDAM___1","Potsdam","Analog","Analog",230,"1","Power-Reactive",""
374,"<34112-A-07>",0x8540,"7","A230G_TITN_PH1MW","G_TITN_PH","230G_TITN_PH1","Grand Titon Powerhouse","Analog","Analog",230,"1","Power-Real",""
375,"<34112-A-08>",0x8540,"8","A230G_TITN_PH1MV","G_TITN_PH","230G_TITN_PH1","Grand Titon Powerhouse","Analog","Analog",230,"1","Power-Reactive",""
376,"<34112-A-09>",0x8540,"9","A230WESTSD___1MW","WESTSD","230WESTSD___1","Westside","Analog","Analog",230,"1","Power-Real",""
377,"<34112-A-10>",0x8540,"10","A230WESTSD___1MV","WESTSD","230WESTSD___1","Westside","Analog","Analog",230,"1","Power-Reactive",""
378,"<34112-A-11>",0x8540,"11","A230G_TITN_PH2MW","G_TITN_PH","230G_TITN_PH2","Grand Titon Powerhouse","Analog","Analog",230,"2","Power-Real",""
379,"<34112-A-12>",0x8540,"12","A230G_TITN_PH2MV","G_TITN_PH","230G_TITN_PH2","Grand Titon Powerhouse","Analog","Analog",230,"2","Power-Reactive",""
380,"<34112-F-01>",0x8540,"1","A230FREQ_____1F_","FREQ","230FREQ_____1","Frequency","Frequency","Analog",230,"1","Frequency",""
381,"<34112-F-02>",0x8540,"2","A230FREQ_____1R_","FREQ","230FREQ_____1","Frequency","Frequency","Analog",230,"1","ROCOF",""
382,"<34407-P-01>",0x8667,"1","B230SECT2____1VP","SECT2","230SECT2____1","Section #2","Phasor","Bus",230,"1","Voltage","Pos. Seq"
383,"<34407-P-02>",0x8667,"2","B230SECT2____1VA","SECT2","230SECT2____1","Section #2","Phasor","Bus",230,"1","Voltage","Phase A"
384,"<34407-P-03>",0x8667,"3","B230SECT2____1VB","SECT2","230SECT2____1","Section #2","Phasor","Bus",230,"1","Voltage","Phase B"
385,"<34407-P-04>",0x8667,"4","B230SECT2____1VC","SECT2","230SECT2____1","Section #2","Phasor","Bus",230,"1","Voltage","Phase C"
386,"<34407-P-05>",0x8667,"5","B230SECT3____1VP","SECT3","230SECT3____1","Section #3","Phasor","Bus",230,"1","Voltage","Pos. Seq"
387,"<34407-P-06>",0x8667,"6","B230SECT3____1VA","SECT3","230SECT3____1","Section #3","Phasor","Bus",230,"1","Voltage","Phase A"
388,"<34407-P-07>",0x8667,"7","B230SECT3____1VB","SECT3","230SECT3____1","Section #3","Phasor","Bus",230,"1","Voltage","Phase B"
389,"<34407-P-08>",0x8667,"8","B230SECT3____1VC","SECT3","230SECT3____1","Section #3","Phasor","Bus",230,"1","Voltage","Phase C"
390,"<34407-P-09>",0x8667,"9","L230ROCHSTER_1IP","ROCHSTER","230ROCHSTER_1","Rochester","Phasor","Line",230,"1","Current","Pos. Seq"
391,"<34407-P-10>",0x8667,"10","L230OLDNRG___1IP","OLDNRG","230OLDNRG___1","Oldenburg","Phasor","Line",230,"1","Current","Pos. Seq"
392,"<34407-P-11>",0x8667,"11","L230G_TITN_PH3IP","G_TITN_PH","230G_TITN_PH3","Grand Titon Powerhouse","Phasor","Line",230,"3","Current","Pos. Seq"
393,"<34407-P-12>",0x8667,"12","L230BERLIN___5IP","BERLIN","230BERLIN___5","Berlin","Phasor","Line",230,"5","Current","Pos. Seq"
394,"<34407-P-13>",0x8667,"13","L230G_TITN_PH4IP","G_TITN_PH","230G_TITN_PH4","Grand Titon Powerhouse","Phasor","Line",230,"4","Current","Pos. Seq"
395,"<34407-P-14>",0x8667,"14","L230COLOGNE__3IP","COLOGNE","230COLOGNE__3","Cologne","Phasor","Line",230,"3","Current","Pos. Seq"
396,"<34407-A-01>",0x8667,"1","A230ROCHSTER_1MW","ROCHSTER","230ROCHSTER_1","Rochester","Analog","Analog",230,"1","Power-Real",""
397,"<34407-A-02>",0x8667,"2","A230ROCHSTER_1MV","ROCHSTER","230ROCHSTER_1","Rochester","Analog","Analog",230,"1","Power-Reactive",""
398,"<34407-A-03>",0x8667,"3","A230OLDNRG___1MW","OLDNRG","230OLDNRG___1","Oldenburg","Analog","Analog",230,"1","Power-Real",""
399,"<34407-A-04>",0x8667,"4","A230OLDNRG___1MV","OLDNRG","230OLDNRG___1","Oldenburg","Analog","Analog",230,"1","Power-Reactive",""
400,"<34407-A-05>",0x8667,"5","A230G_TITN_PH3MW","G_TITN_PH","230G_TITN_PH3","Grand Titon Powerhouse","Analog","Analog",230,"3","Power-Real",""
401,"<34407-A-06>",0x8667,"6","A230G_TITN_PH3MV","G_TITN_PH","230G_TITN_PH3","Grand Titon Powerhouse","Analog","Analog",230,"3","Power-Reactive",""
402,"<34407-A-07>",0x8667,"7","A230BERLIN___5MW","BERLIN","230BERLIN___5","Berlin","Analog","Analog",230,"5","Power-Real",""
403,"<34407-A-08>",0x8667,"8","A230BERLIN___5MV","BERLIN","230BERLIN___5","Berlin","Analog","Analog",230,"5","Power-Reactive",""
404,"<34407-A-09>",0x8667,"9","A230G_TITN_PH4MW","G_TITN_PH","230G_TITN_PH4","Grand Titon Powerhouse","Analog","Analog",230,"4","Power-Real",""
405,"<34407-A-10>",0x8667,"10","A230G_TITN_PH4MV","G_TITN_PH","230G_TITN_PH4","Grand Titon Powerhouse","Analog","Analog",230,"4","Power-Reactive",""
406,"<34407-A-11>",0x8667,"11","A230COLOGNE__3MW","COLOGNE","230COLOGNE__3","Cologne","Analog","Analog",230,"3","Power-Real",""
407,"<34407-A-12>",0x8667,"12","A230COLOGNE__3MV","COLOGNE","230COLOGNE__3","Cologne","Analog","Analog",230,"3","Power-Reactive",""
408,"<34407-F-01>",0x8667,"1","A230FREQ_____1F_","FREQ","230FREQ_____1","Frequency","Frequency","Analog",230,"1","Frequency",""
409,"<34407-F-02>",0x8667,"2","A230FREQ_____1R_","FREQ","230FREQ_____1","Frequency","Frequency","Analog",230,"1","ROCOF",""
410,"<34108-P-01>",0x853c,"1","B500NORTH____1VP","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Pos. Seq"
411,"<34108-P-02>",0x853c,"2","B500NORTH____1VA","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase A"
412,"<34108-P-03>",0x853c,"3","B500NORTH____1VB","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase B"
413,"<34108-P-04>",0x853c,"4","B500NORTH____1VC","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase C"
414,"<34108-P-05>",0x853c,"5","B500SOUTH____1VP","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Pos. Seq"
415,"<34108-P-06>",0x853c,"6","B500SOUTH____1VA","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase A"
416,"<34108-P-07>",0x853c,"7","B500SOUTH____1VB","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase B"
417,"<34108-P-08>",0x853c,"8","B500SOUTH____1VC","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase C"
418,"<34108-P-09>",0x853c,"9","L500GEN19____1IP","GEN19","500GEN19____1","Gen19","Phasor","Line",500,"1","Current","Pos. Seq"
419,"<34108-P-10>",0x853c,"10","L500GEN20____1IP","GEN20","500GEN20____1","Gen20","Phasor","Line",500,"1","Current","Pos. Seq"
420,"<34108-P-11>",0x853c,"11","L500GEN21____1IP","GEN21","500GEN21____1","Gen21","Phasor","Line",500,"1","Current","Pos. Seq"
421,"<34108-P-12>",0x853c,"12","L500GEN22____1IP","GEN22","500GEN22____1","Gen22","Phasor","Line",500,"1","Current","Pos. Seq"
422,"<34108-P-13>",0x853c,"13","L500GEN23____1IP","GEN23","500GEN23____1","Gen23","Phasor","Line",500,"1","Current","Pos. Seq"
423,"<34108-P-14>",0x853c,"14","L500GEN24____1IP","GEN24","500GEN24____1","Gen24","Phasor","Line",500,"1","Current","Pos. Seq"
424,"<34108-A-01>",0x853c,"1","A500GEN19____1MW","GEN19","500GEN19____1","Gen19","Analog","Analog",500,"1","Power-Real",""
425,"<34108-A-02>",0x853c,"2","A500GEN19____1MV","GEN19","500GEN19____1","Gen19","Analog","Analog",500,"1","Power-Reactive",""
426,"<34108-A-03>",0x853c,"3","A500GEN20____1MW","GEN20","500GEN20____1","Gen20","Analog","Analog",500,"1","Power-Real",""
427,"<34108-A-04>",0x853c,"4","A500GEN20____1MV","GEN20","500GEN20____1","Gen20","Analog","Analog",500,"1","Power-Reactive",""
428,"<34108-A-05>",0x853c,"5","A500GEN21____1MW","GEN21","500GEN21____1","Gen21","Analog","Analog",500,"1","Power-Real",""
429,"<34108-A-06>",0x853c,"6","A500GEN21____1MV","GEN21","500GEN21____1","Gen21","Analog","Analog",500,"1","Power-Reactive",""
430,"<34108-A-07>",0x853c,"7","A500GEN22____1MW","GEN22","500GEN22____1","Gen22","Analog","Analog",500,"1","Power-Real",""
431,"<34108-A-08>",0x853c,"8","A500GEN22____1MV","GEN22","500GEN22____1","Gen22","Analog","Analog",500,"1","Power-Reactive",""
432,"<34108-A-09>",0x853c,"9","A500GEN23____1MW","GEN23","500GEN23____1","Gen23","Analog","Analog",500,"1","Power-Real",""
433,"<34108-A-10>",0x853c,"10","A500GEN23____1MV","GEN23","500GEN23____1","Gen23","Analog","Analog",500,"1","Power-Reactive",""
434,"<34108-A-11>",0x853c,"11","A500GEN24____1MW","GEN24","500GEN24____1","Gen24","Analog","Analog",500,"1","Power-Real",""
435,"<34108-A-12>",0x853c,"12","A500GEN24____1MV","GEN24","500GEN24____1","Gen24","Analog","Analog",500,"1","Power-Reactive",""
436,"<34108-F-01>",0x853c,"1","A500FREQ_____1F_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","Frequency",""
437,"<34108-F-02>",0x853c,"2","A500FREQ_____1R_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","ROCOF",""
438,"<34110-P-01>",0x853e,"1","B500NORTH____1VP","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Pos. Seq"
439,"<34110-P-02>",0x853e,"2","B500NORTH____1VA","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase A"
440,"<34110-P-03>",0x853e,"3","B500NORTH____1VB","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase B"
441,"<34110-P-04>",0x853e,"4","B500NORTH____1VC","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase C"
442,"<34110-P-05>",0x853e,"5","B500SOUTH____1VP","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Pos. Seq"
443,"<34110-P-06>",0x853e,"6","B500SOUTH____1VA","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase A"
444,"<34110-P-07>",0x853e,"7","B500SOUTH____1VB","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase B"
445,"<34110-P-08>",0x853e,"8","B500SOUTH____1VC","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase C"
446,"<34110-P-09>",0x853e,"9","L500BERLIN___6IP","BERLIN","500BERLIN___6","Berlin","Phasor","Line",500,"6","Current","Pos. Seq"
447,"<34110-P-10>",0x853e,"10","L500G_TITON__1IP","G_TITON","500G_TITON__1","Grand Titon","Phasor","Line",500,"1","Current","Pos. Seq"
448,"<34110-P-11>",0x853e,"11","L500HANOVER__1IP","HANOVER","500HANOVER__1","Hanover","Phasor","Line",500,"1","Current","Pos. Seq"
449,"<34110-P-12>",0x853e,"12","L500SCHWERIN_1IP","SCHWERIN","500SCHWERIN_1","Schwerin","Phasor","Line",500,"1","Current","Pos. Seq"
450,"<34110-P-13>",0x853e,"13","L500SCHWERIN_2IP","SCHWERIN","500SCHWERIN_2","Schwerin","Phasor","Line",500,"2","Current","Pos. Seq"
451,"<34110-P-14>",0x853e,"14","L500CHISINAU_3IP","CHISINAU","500CHISINAU_3","Chisinau","Phasor","Line",500,"3","Current","Pos. Seq"
452,"<34110-A-01>",0x853e,"1","A500BERLIN___6MW","BERLIN","500BERLIN___6","Berlin","Analog","Analog",500,"6","Power-Real",""
453,"<34110-A-02>",0x853e,"2","A500BERLIN___6MV","BERLIN","500BERLIN___6","Berlin","Analog","Analog",500,"6","Power-Reactive",""
454,"<34110-A-03>",0x853e,"3","A500G_TITON__1MW","G_TITON","500G_TITON__1","Grand Titon","Analog","Analog",500,"1","Power-Real",""
455,"<34110-A-04>",0x853e,"4","A500G_TITON__1MV","G_TITON","500G_TITON__1","Grand Titon","Analog","Analog",500,"1","Power-Reactive",""
456,"<34110-A-05>",0x853e,"5","A500HANOVER__1MW","HANOVER","500HANOVER__1","Hanover","Analog","Analog",500,"1","Power-Real",""
457,"<34110-A-06>",0x853e,"6","A500HANOVER__1MV","HANOVER","500HANOVER__1","Hanover","Analog","Analog",500,"1","Power-Reactive",""
458,"<34110-A-07>",0x853e,"7","A500SCHWERIN_1MW","SCHWERIN","500SCHWERIN_1","Schwerin","Analog","Analog",500,"1","Power-Real",""
459,"<34110-A-08>",0x853e,"8","A500SCHWERIN_1MV","SCHWERIN","500SCHWERIN_1","Schwerin","Analog","Analog",500,"1","Power-Reactive",""
460,"<34110-A-09>",0x853e,"9","A500SCHWERIN_2MW","SCHWERIN","500SCHWERIN_2","Schwerin","Analog","Analog",500,"2","Power-Real",""
461,"<34110-A-10>",0x853e,"10","A500SCHWERIN_2MV","SCHWERIN","500SCHWERIN_2","Schwerin","Analog","Analog",500,"2","Power-Reactive",""
462,"<34110-A-11>",0x853e,"11","A500CHISINAU_3MW","CHISINAU","500CHISINAU_3","Chisinau","Analog","Analog",500,"3","Power-Real",""
463,"<34110-A-12>",0x853e,"12","A500CHISINAU_3MV","CHISINAU","500CHISINAU_3","Chisinau","Analog","Analog",500,"3","Power-Reactive",""
464,"<34110-F-01>",0x853e,"1","A500FREQ_____1F_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","Frequency",""
465,"<34110-F-02>",0x853e,"2","A500FREQ_____1R_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","ROCOF",""
466,"<34062-P-01>",0x850e,"1","B500NORTH____1VP","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Pos. Seq"
467,"<34062-P-02>",0x850e,"2","B500NORTH____1VA","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase A"
468,"<34062-P-03>",0x850e,"3","B500NORTH____1VB","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase B"
469,"<34062-P-04>",0x850e,"4","B500NORTH____1VC","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase C"
470,"<34062-P-05>",0x850e,"5","B500SOUTH____1VP","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Pos. Seq"
471,"<34062-P-06>",0x850e,"6","B500SOUTH____1VA","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase A"
472,"<34062-P-07>",0x850e,"7","B500SOUTH____1VB","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase B"
473,"<34062-P-08>",0x850e,"8","B500SOUTH____1VC","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase C"
474,"<34062-P-09>",0x850e,"9","L500BUDAPEST_1IP","BUDAPEST","500BUDAPEST_1","Budapest","Phasor","Line",500,"1","Current","Pos. Seq"
475,"<34062-P-10>",0x850e,"10","L500SUMWALD__1IP","SUMWALD","500SUMWALD__1","Sumiswald","Phasor","Line",500,"1","Current","Pos. Seq"
476,"<34062-P-11>",0x850e,"11","L500JODOIGNE_2IP","JODOIGNE","500JODOIGNE_2","Jodoigne","Phasor","Line",500,"2","Current","Pos. Seq"
477,"<34062-P-12>",0x850e,"12","L500MALINOVO_2IP","MALINOVO","500MALINOVO_2","Malinovo","Phasor","Line",500,"2","Current","Pos. Seq"
478,"<34062-P-13>",0x850e,"13","L500COPHGN___1IP","COPHGN","500COPHGN___1","Copenhagen","Phasor","Line",500,"1","Current","Pos. Seq"
479,"<34062-P-14>",0x850e,"14","R500G3_______1IP","G3","500G3_______1","Capacitor Group #3","Phasor","Reactor",500,"1","Current","Pos. Seq"
480,"<34062-A-01>",0x850e,"1","A500BUDAPEST_1MW","BUDAPEST","500BUDAPEST_1","Budapest","Analog","Analog",500,"1","Power-Real",""
481,"<34062-A-02>",0x850e,"2","A500BUDAPEST_1MV","BUDAPEST","500BUDAPEST_1","Budapest","Analog","Analog",500,"1","Power-Reactive",""
482,"<34062-A-03>",0x850e,"3","A500SUMWALD__1MW","SUMWALD","500SUMWALD__1","Sumiswald","Analog","Analog",500,"1","Power-Real",""
483,"<34062-A-04>",0x850e,"4","A500SUMWALD__1MV","SUMWALD","500SUMWALD__1","Sumiswald","Analog","Analog",500,"1","Power-Reactive",""
484,"<34062-A-05>",0x850e,"5","A500JODOIGNE_2MW","JODOIGNE","500JODOIGNE_2","Jodoigne","Analog","Analog",500,"2","Power-Real",""
485,"<34062-A-06>",0x850e,"6","A500JODOIGNE_2MV","JODOIGNE","500JODOIGNE_2","Jodoigne","Analog","Analog",500,"2","Power-Reactive",""
486,"<34062-A-07>",0x850e,"7","A500MALINOVO_2MW","MALINOVO","500MALINOVO_2","Malinovo","Analog","Analog",500,"2","Power-Real",""
487,"<34062-A-08>",0x850e,"8","A500MALINOVO_2MV","MALINOVO","500MALINOVO_2","Malinovo","Analog","Analog",500,"2","Power-Reactive",""
488,"<34062-A-09>",0x850e,"9","A500COPHGN___1MW","COPHGN","500COPHGN___1","Copenhagen","Analog","Analog",500,"1","Power-Real",""
489,"<34062-A-10>",0x850e,"10","A500COPHGN___1MV","COPHGN","500COPHGN___1","Copenhagen","Analog","Analog",500,"1","Power-Reactive",""
490,"<34062-A-11>",0x850e,"11","A500REACG3___1MW","REACG3","500REACG3___1","Reactor Bank #3","Analog","Analog",500,"1","Power-Real",""
491,"<34062-A-12>",0x850e,"12","A500REACG3___1MV","REACG3","500REACG3___1","Reactor Bank #3","Analog","Analog",500,"1","Power-Reactive",""
492,"<34062-F-01>",0x850e,"1","A500FREQ_____1F_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","Frequency",""
493,"<34062-F-02>",0x850e,"2","A500FREQ_____1R_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","ROCOF",""
494,"<34064-P-01>",0x8510,"1","B500NORTH____1VP","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Pos. Seq"
495,"<34064-P-02>",0x8510,"2","B500NORTH____1VA","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase A"
496,"<34064-P-03>",0x8510,"3","B500NORTH____1VB","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase B"
497,"<34064-P-04>",0x8510,"4","B500NORTH____1VC","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase C"
498,"<34064-P-05>",0x8510,"5","B500SOUTH____1VP","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Pos. Seq"
499,"<34064-P-06>",0x8510,"6","B500SOUTH____1VA","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase A"
